138.635	4.17778
139.157	3.82222
139.68	4.35556
140.202	4.66667
140.724	4.8
141.246	5.28889
141.768	5.6
142.291	10.3556
142.815	30.3556
143.337	66.8889
143.859	90.9778
144.381	78.0889
144.903	28.7111
145.425	9.86667
145.947	8.04444
146.469	7.68889
146.991	7.64444
147.513	8
148.034	8.13333
148.556	7.95556
149.078	8.35556
149.6	8.44444
150.121	8.88889
150.643	8.57778
151.165	8.48889
151.686	9.02222
152.208	8.71111
152.73	9.42222
153.251	9.51111
153.773	9.55556
154.294	9.64444
154.815	10
155.337	10
155.858	10.4
156.38	10.4444
156.901	9.64444
157.422	9.64444
157.941	10.3556
158.463	10.2222
158.984	10.3111
159.505	9.95555
160.026	10.4
160.547	10.3111
161.068	10.3556
161.589	10.2222
162.11	10.2222
162.632	10.2222
163.15	10.3111
163.671	10.3556
164.192	10.6667
164.713	10.2222
165.234	10.4889
165.755	10.8444
166.276	9.73333
166.794	10.4
167.315	10.1778
167.836	10.0889
168.356	10.1778
168.877	10.2222
169.398	10.1333
169.916	10.3111
170.437	10.3111
170.957	10.4
171.478	10.2667
171.998	9.91111
172.517	9.6
173.037	10.2667
173.557	9.73333
174.078	10.1778
174.596	9.2
175.116	10
175.637	9.64445
176.157	9.37778
176.675	9.91111
177.195	9.64445
177.715	10.2222
178.235	10.2222
178.753	9.77778
179.274	10
179.794	10.2667
180.311	10.1778
180.831	10
181.351	9.77778
181.869	10
182.389	9.95556
182.909	9.86667
183.427	10.1333
183.947	9.95555
184.466	10.1778
184.984	10.0889
185.504	10.0889
186.023	10.6667
186.541	10.1778
187.061	10.6667
187.58	10.4889
188.098	10.1333
188.617	10.7111
189.137	10.6222
189.654	10.4889
190.174	10.2222
190.691	10.8889
191.21	10.7556
191.73	10.9333
192.247	11.0222
192.766	11.0222
193.284	11.4667
193.803	11.1556
194.32	11.0667
194.839	11.2
195.358	11.2444
195.875	11.3333
196.394	11.4667
196.911	11.2889
197.43	11.5111
197.947	11.7333
198.466	11.6889
198.983	11.6444
199.502	11.6889
200.019	12.4
200.538	12.0889
201.055	12.2222
201.574	12.3111
202.09	12.5778
202.609	12.1333
203.126	12.8444
203.644	12.3111
204.161	12.5778
204.68	12.8444
205.196	13.0667
205.713	12.8889
206.231	13.0222
206.748	12.9778
207.266	12.8
207.782	13.1111
208.301	12.8
208.817	13.2444
209.334	12.8889
209.852	13.6444
210.368	13.6889
210.886	13.6
211.403	13.3778
211.919	13.6
212.437	13.7333
212.953	13.7333
213.471	13.6444
213.987	14.1333
214.503	14.2222
215.021	14.3556
215.537	13.9556
216.053	14.1778
216.571	14.1333
217.087	14.2222
217.603	14.3556
218.121	14.2667
218.637	14.7111
219.152	14.5778
219.67	15.2889
220.186	14.6667
220.702	14.4444
221.217	15.2889
221.735	14.2667
222.25	14.8889
222.766	14.5778
223.284	14.5333
223.799	14.0889
224.315	14.6222
224.83	15.0222
225.347	15.3333
225.863	14.9778
226.378	15.3778
226.893	15.1111
227.411	15.2889
227.926	14.8
228.441	15.1111
228.957	15.4222
229.472	15.4222
229.989	15.9556
230.504	14.8889
231.019	15.7333
231.534	15.6
232.049	15.6
232.566	15.6
233.081	15.0222
233.596	15.3778
234.111	15.4222
234.626	15.2889
235.141	15.2889
235.656	15.7333
236.173	16
236.687	15.5111
237.202	15.6889
237.717	15.6889
238.232	15.7778
238.746	16.4
239.261	16
239.775	16
240.29	15.8667
240.807	15.3778
241.321	15.8667
241.836	15.9556
242.35	16
242.865	16.3111
243.379	16.0444
243.893	16.8889
244.408	15.9111
244.922	16.0444
245.436	16.3556
245.951	16.4889
246.465	15.7778
246.979	16.7111
247.493	16.3111
248.007	15.8667
248.521	17.0222
249.035	16.4444
249.55	16.7556
250.064	16.4444
250.578	17.0667
251.092	16.4444
251.605	16.7556
252.119	16.9333
252.633	17.4222
253.147	17.8667
253.661	17.2889
254.175	17.8222
254.689	17.3333
255.202	17.6444
255.716	17.3778
256.23	17.5556
256.743	17.7778
257.257	17.6889
257.771	17.4667
258.282	17.7778
258.796	17.5111
259.309	18.1333
259.823	18.2222
260.336	18.2222
260.85	18.0889
261.363	18.3556
261.876	18.4889
262.39	18.0444
262.901	18.1333
263.414	18.4444
263.927	18.5778
264.441	18.2667
264.954	18.3111
265.467	18.4889
265.978	19.1556
266.491	18.8889
267.004	18.4
267.517	19.3778
268.03	19.4222
268.543	19.9111
269.054	19.6444
269.567	19.6889
270.08	18.6667
270.593	19.4667
271.106	19.5111
271.617	20.0444
272.129	19.8667
272.642	19.9556
273.155	19.8222
273.666	19.9111
274.178	20.1333
274.691	20.4444
275.204	20.3111
275.714	19.9111
276.227	20.9333
276.739	20.8
277.25	20.8
277.762	20.8444
278.275	20.8889
278.787	20.8
279.297	21.0667
279.81	21.2889
280.322	21.3778
280.832	22.0889
281.345	22.0889
281.857	21.1111
282.367	22.0889
282.879	20.8
283.391	21.7333
283.902	21.9556
284.414	22.1333
284.924	21.8222
285.436	22.1778
285.948	22.3556
286.458	22.4
286.97	22.1333
287.482	22.8444
287.991	23.2
288.503	22.2222
289.013	22.3111
289.525	22.3111
290.035	22.8
290.547	23.2444
291.058	22.3556
291.568	23.0667
292.08	23.2
292.589	23.2444
293.101	23.5556
293.61	23.7333
294.122	23.3778
294.631	23.8667
295.143	24.2667
295.652	23.4222
296.164	23.7333
