# ecutwfc	!    total energy              =
20.0	-317.22080816
34.44444444444444	-317.33607495
48.888888888888886	-317.34914975
63.333333333333336	-317.34971574
77.77777777777777	-317.35014222
92.22222222222223	-317.35018369
106.66666666666667	-317.35025171
121.11111111111111	-317.35025446
135.55555555555554	-317.35027169
150.0	-317.35027784
