# ecutwfc	!    total energy              = 
30.0	-163.06450896
41.111111111111114	-163.07211135
52.22222222222222	-163.07379074
63.33333333333333	-163.07421018
74.44444444444444	-163.07444211
85.55555555555556	-163.0744742
96.66666666666666	-163.07454206
107.77777777777777	-163.07456151
118.88888888888889	-163.07456898
130.0	-163.07458368
