86.938	0.622222
87.4632	0.755556
87.9905	0.222222
88.5157	0.666667
89.0408	0.666667
89.5681	0.8
90.0931	0.666667
90.6182	0.711111
91.1453	0.8
91.6703	0.888889
92.1953	0.8
92.7223	0.488889
93.2472	0.666667
93.7721	0.488889
94.2991	0.666667
94.8239	0.666667
95.3486	0.488889
95.8734	0.711111
96.4003	0.533333
96.9249	0.622222
97.4496	0.577778
97.9764	0.666667
98.501	0.711111
99.0255	0.666667
99.5501	0.711111
100.077	0.577778
100.601	0.933333
101.126	0.666667
101.65	0.977778
102.174	0.622222
102.701	0.844444
103.225	0.844444
103.75	1.06667
104.274	0.977778
104.798	0.844444
105.324	0.977778
105.849	1.42222
106.373	1.24444
106.897	1.64444
107.421	1.28889
107.947	1.68889
108.471	0.933333
108.995	0.666667
109.519	0.977778
110.043	1.28889
110.567	0.888889
111.091	0.844444
111.617	0.622222
112.141	1.06667
112.665	1.11111
113.188	1.06667
113.712	1.28889
114.236	1.2
114.76	1.15556
115.283	1.24444
115.807	1.37778
116.331	1.55556
116.856	1.11111
117.38	1.15556
117.903	1.46667
118.427	1.42222
118.95	1.42222
119.474	1.2
119.997	1.11111
120.52	1.15556
121.044	1.2
121.567	1.33333
122.09	1.33333
122.614	1.55556
123.137	1.77778
123.66	1.77778
124.183	1.86667
124.706	1.42222
125.229	1.33333
125.752	1.51111
126.275	1.82222
126.798	1.51111
127.321	1.51111
127.844	1.6
128.367	1.73333
128.89	1.68889
129.413	1.64444
129.936	1.64444
130.459	1.91111
130.982	2.13333
131.504	2.08889
132.025	2.04444
132.548	2.04444
133.07	2.22222
133.593	2.04444
134.115	2.44444
134.638	2.35556
135.161	2.22222
135.683	2.13333
136.206	2.53333
136.728	2.35556
137.248	2.66667
137.771	2.97778
138.293	3.28889
138.815	3.64444
139.338	3.73333
139.86	4.04444
140.382	4.13333
140.902	4.08889
141.425	4.17778
141.947	4.26667
142.469	4.44444
142.991	4.75556
143.513	4.8
144.033	5.02222
144.555	5.24444
145.077	5.33333
145.599	5.51111
146.121	6.22222
146.641	6
147.163	6.48889
147.684	6.88889
148.206	7.02222
148.726	7.15556
149.248	7.46667
149.769	7.77778
150.291	8.22222
150.811	8.35556
151.332	8.84444
151.854	9.02222
152.375	9.46667
152.895	9.95556
153.416	9.73333
