# ecutwfc	!    total energy              =
30.0	-596.12138228
43.333333333333336	-596.33980528
56.66666666666667	-596.36137275
70.0	-596.36821444
83.33333333333334	-596.36921779
96.66666666666667	-596.36968417
110.0	-596.36997682
123.33333333333334	-596.37004205
136.66666666666669	-596.37014236
150.0	-596.37018148
